galactic year,galaxy,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",y,Index
992016,Andromeda XX,0.815857642,70.4462269,27144.17867,0.751564504,11.53699613,8.588043173,0.657968481,0.55645227,139.8724909,0.05524948,394
992016,Andromeda XXIII,0.872104529,70.56822775,20514.74934,0.727089852,13.41698152,7.168936316,0.699605648,0.589378014,155.4671025,0.063601299,496
992016,Andromeda XXII[57],0.964205007,78.59141186,19424.16738,0.888785702,15.54337848,8.161680429,0.802836664,0.59970336,127.1134105,0.075769817,533
992016,Andromeda XXIV,0.564023236,54.27455726,16407.41756,0.564005181,9.736162262,4.367305543,0.478662,0.403696853,168.2961353,0.049599768,397
992016,Andromeda XXIX,0.573880254,59.55868654,20572.43624,0.484666845,,6.631015658,,,,0.048910633,540
992016,Andromeda XXI[57],0.96710618,77.9440314,43104.06552,0.813999308,13.81881751,12.15080337,0.781839985,0.842668957,78.77336933,0.088934982,490
992016,Andromeda XXV,0.816641462,71.21205984,12800.55817,0.708331679,13.9250867,10.11301368,0.681921745,0.70047518,142.5848736,0.059124782,380
992016,Andromeda XXVI,0.671622253,73.24540833,17318.73611,0.689102115,11.10049686,7.596771615,0.646550417,0.5719155,138.4698116,0.054835913,409
992016,Andromeda XXVIII,0.853143391,72.79721676,25521.49599,0.839878552,16.74567338,12.05278906,0.855739676,0.847849382,73.68761204,0.087006854,485
992016,Antlia 2,1.014329115,82.18011399,30549.15778,0.854496233,12.15575103,9.17735479,0.819340879,0.72559224,76.32123919,0.099520839,473
992016,Antlia B,0.538043679,54.12345417,14902.20732,0.300907188,5.659851907,4.19612986,0.437836574,0.372406608,170.7033306,0.046533533,454
992016,Antlia Dwarf,0.841527032,75.59877868,26169.67945,0.684571131,10.75600618,9.860867433,0.761332816,0.576641519,131.6693428,0.058801351,450
992016,Aquarius Dwarf Galaxy (DDO 210),0.809617034,65.03334244,24543.88143,0.62028851,6.784216331,5.515416698,0.494802583,0.266255229,181.8333237,0.049649594,375
992016,Aquarius II,0.617739111,64.1121887,31714.7008,0.756010037,14.53157079,8.496683284,0.647891162,0.711759922,119.0449662,0.052599411,518
992016,Barnard's Galaxy (NGC 6822),0.816495405,73.24451433,43623.5328,1.054278009,16.30490992,9.129055778,0.865268458,0.658390892,94.87012609,0.05388417,381
992016,Boötes I,0.817119578,66.25285499,21551.16748,0.778677364,15.75730701,7.230518576,0.805992726,0.633114395,129.5391019,0.051961304,401
992016,Boötes II,0.955378086,85.48258068,34945.60097,0.800275379,16.53033333,10.49187508,0.957955618,0.863275178,62.74449242,0.098330279,499
992016,Boötes III,1.040787037,89.92611401,22676.02393,0.730794313,16.67795637,7.927992166,0.855662533,0.613881454,120.2002598,0.061430504,431
992016,Boötes IV,0.79971321,83.1240664,18927.23458,0.801595814,13.55781697,6.69219164,0.724629825,0.58211925,170.1348728,0.058675552,457
992016,Camelopardalis B,0.788962343,75.60457952,27443.32365,0.910098013,11.9673127,7.143047264,0.793555438,0.602711048,116.1347186,0.05993439,477
992016,Canes Venatici I Dwarf,0.868395931,82.51507819,19948.47017,0.8304729,15.42972868,12.27248261,0.897942636,0.868813131,92.58312223,0.098859147,487
992016,Canes Venatici II Dwarf,0.903063031,83.75963827,40021.13409,0.91043635,13.77266031,13.84659742,0.819146996,0.772321826,106.5776303,0.187664334,389
992016,Carina Dwarf (E206-G220),0.800927039,69.66906401,12883.30626,0.618819461,10.19483305,,,,,0.051272263,459
992016,Carina II,0.773572453,69.39137134,22680.23502,0.643319796,8.244789952,5.639658715,0.549094351,0.494519474,163.8381976,0.05211262,470
992016,Carina III,0.841838255,77.28632532,20983.12038,0.532279629,15.91092827,13.85031098,0.759831948,0.868374526,128.0890004,0.082264554,482
992016,Cas 1 (KK98 19),0.901433456,76.6220171,29318.09564,0.823923623,15.43967819,8.375740182,0.804633639,0.636603024,136.2863733,0.060696427,387
992016,"Cassiopeia Dwarf (Cas dSph, Andromeda VII)",1.018541546,88.04597096,27764.37355,0.966398627,14.03558039,14.63366379,0.963954777,0.840859007,57.00677613,0.157509694,469
992016,Cassiopeia II (Andromeda XXX),0.671942017,60.79059062,18716.27822,0.656356654,12.07990737,9.95780927,0.631041554,0.53943136,146.9325214,0.052478375,481
992016,Cassiopeia III (Andromeda XXXII),0.896891424,75.15708446,19526.98432,0.813767575,15.10979421,9.024134239,0.803152816,0.666991773,138.5103015,0.06769926,376
992016,Cetus Dwarf,1.057576257,90.22797702,46671.23416,1.05459037,18.69508643,11.37041292,1.05043776,0.957234757,61.73291565,0.322799329,474
992016,Cetus III,0.739819943,66.38060897,20324.21579,0.736070851,13.91744493,7.179136737,0.562023222,0.51416332,197.7782798,0.050426534,439
992016,Columba I,0.918616738,79.28521144,28430.47326,0.837830508,15.22184029,10.19897019,0.851767934,0.703429869,97.21174055,0.066430602,445
992016,Coma Berenices Dwarf,0.921465804,83.36790245,18786.36329,0.813917274,19.43907494,,,,,0.100567354,426
992016,Crater II,0.660557164,61.4851439,17779.05415,0.544863925,9.863682539,4.561819938,0.4671695,0.42494076,,0.050219487,399
992016,DDO 99 (UGC 6817),0.84400522,84.90669124,31992.21761,0.88887977,13.12751502,13.76971087,0.840518025,0.842075182,120.4947581,0.086591401,530
992016,Donatiello I,1.113794593,88.49402967,34152.65453,0.929124183,18.85821672,9.342900525,0.968493506,0.757815977,88.22941458,0.153252476,489
992016,Draco Dwarf (DDO 208),0.526195149,56.31718164,26004.63281,0.474386172,7.896973023,4.867089349,0.46050186,0.272768561,159.7448299,0.048235847,476
992016,Draco II,0.63792058,57.2292301,24610.73604,0.625238839,5.07401198,2.452784628,0.46826167,0.340329229,,0.049535736,500
992016,Dwingeloo 1,0.876324853,82.06418473,26751.94765,0.84806758,13.91462405,,,,,0.075971049,539
992016,Dwingeloo 2,0.815487212,69.554032,20635.73161,0.598985249,6.205236192,5.487350829,0.507244267,0.336003101,164.6615923,0.047981825,379
992016,ESO 274-01[70],0.649224316,58.55427624,13048.79382,0.504964677,6.927798036,3.55418991,0.57122736,0.445931138,193.5307365,0.048203976,369
992016,ESO 294-010,1.027223532,85.7474487,65851.04327,1.103938816,16.76520607,15.38341549,1.071254088,0.849499732,41.87889337,0.257361221,414
992016,ESO 321-014[70],0.8259426,71.47086185,24785.32224,0.953043611,13.6911209,8.902707344,0.761117129,0.649410972,118.4266117,0.068882615,388
992016,ESO 325-11,0.936946389,85.96470393,28184.11168,0.837681037,15.26480634,7.582033519,0.808556121,0.735115092,91.92881253,0.077279749,419
992016,ESO 383-087 (ISG 39),0.756501382,64.4833472,20824.97558,0.661430281,10.52138199,4.934210191,0.614430858,0.377490389,168.4960764,0.049283399,416
992016,ESO 410-G005,0.890155474,77.27123668,19914.84103,0.805712571,13.02057804,,,,,0.072950906,520
992016,ESO 540-030 (KDG 2),0.979178142,77.73489438,19395.50777,0.713535367,13.07816563,,,,,0.064274197,491
992016,ESO 540-032,0.879101713,78.09919215,29768.02611,0.520005673,10.91292878,8.307660683,0.696389442,0.568938431,155.6651107,0.067633347,405
992016,Eridanus II,0.884286119,75.35613548,28397.34616,0.748216315,14.40409682,11.64546532,0.885572139,0.821446488,98.79230184,0.068724582,519
992016,FM2000 1,0.970715286,75.83166617,39105.61221,1.005595115,15.31285628,7.552289842,0.781206425,0.694415132,97.35817284,0.066717769,512
992016,Fornax Dwarf (E356-G04),1.028273308,84.15814149,48447.44575,1.012932411,12.65357587,12.96333432,0.870364718,0.784438751,73.35691431,0.153440581,428
992016,GR 8 (DDO 155),0.808278483,81.01478245,24970.37305,0.850241441,14.83899711,10.16200958,0.727279109,0.674999554,131.8416125,0.059136837,377
992016,Grus I,0.996234288,87.00678598,13899.69548,0.903491241,14.64354895,10.10449818,0.873220181,0.714400791,121.2213798,0.078957463,378
992016,Grus II,0.759311059,68.28337118,24744.51491,0.752674974,15.66013366,8.625686788,0.683280763,0.650228964,117.5373491,0.052571034,417
992016,HIPASS J1247-77,0.798824152,78.94901393,36915.59332,0.753722769,15.09129739,6.357463172,0.697245793,0.491125937,167.5127942,0.067964026,453
992016,HIZSS 003,0.984948396,86.17524943,41288.66881,0.997609312,17.38170826,14.34758236,0.983513234,1.013395504,39.77683819,0.162588702,484
992016,Hercules Dwarf,0.973904826,85.21254337,32299.15314,0.771349404,16.6440857,11.8049935,0.842471927,0.796089006,107.9506169,0.055341106,515
992016,"Holmberg II (DDO 50, UGC 4305)",0.98636154,89.25102979,117939.4818,1.199548726,14.63508986,8.899144579,0.919467566,0.67269797,42.13308852,0.056573157,374
992016,Horologium I,0.751387222,76.69357216,15509.23921,0.787886071,,,,,,0.057290083,443
992016,Horologium II,0.611641931,56.79276019,17418.85884,0.463561243,6.693622546,,,,,0.050099991,495
992016,Hydra II,0.64367762,63.51871352,16654.8672,0.743704299,8.51433671,6.012687165,0.513449962,0.349033402,195.996678,0.05056888,536
992016,Hydrus I,0.914539515,78.5706089,20438.74955,0.72615884,12.5260192,10.03853977,0.827969418,0.741186817,117.0743651,0.081182836,478
992016,IC 10 (UGC 192),1.06889668,81.56444179,43955.64303,1.111508655,16.23961853,13.23116559,0.919295259,0.824521826,45.47014205,0.176522307,402
992016,IC 1613 (UGC 668),0.65131246,66.22043081,21496.25341,0.589805272,8.127361559,4.555895665,0.464959716,0.213485056,202.290171,0.048033295,404
992016,IC 3104,0.75639972,71.09869102,17143.8902,0.714385532,8.074831179,5.913918419,0.568947142,0.45832172,178.0749146,0.04681685,415
992016,IC 342,0.937353699,79.62548673,32397.26137,0.876435803,14.94876992,12.11143407,0.785946619,0.824450452,105.7879416,0.066493811,420
992016,IC 4662 (ESO 102-14),0.830207848,73.97530869,30122.43821,0.780894692,15.13984268,10.00387168,0.842058194,0.818195189,110.012144,0.056599661,406
992016,IC 5152,0.885688472,65.71025925,19382.11515,0.671755913,10.11445558,8.919607303,0.52637715,0.497205566,159.485027,0.057730362,514
992016,Indus II,0.966790665,91.88045755,28775.85436,0.821124373,17.79623468,10.47698982,0.849753726,0.790140119,81.93752523,0.085073249,497
992016,KK98 35,0.997288761,92.61112918,63106.1615,1.019022058,18.04257183,12.48321754,0.971546738,0.802980084,61.54800296,0.205143671,371
992016,KK98 77,0.643831103,61.02752746,13626.43484,0.705908963,14.2237859,6.035600979,0.634478742,0.691459522,148.2409348,0.051505155,532
992016,KKH 11 (ZOAG G135.74-04.53),0.863114431,79.26735813,27914.33004,0.746824509,14.81799873,10.65653275,0.787559691,0.659870435,87.99937475,0.098349123,509
992016,KKH 12,0.375402717,52.4187978,13923.3094,0.637752663,8.945902484,4.258350827,0.432649672,0.381654789,200.6160696,0.048763377,432
992016,KKH 37 (Mai 16),0.917188797,74.46805554,26906.38885,0.758165292,15.6010204,13.42395783,0.735124746,0.898656936,72.57063754,0.097647575,467
992016,KKR 03 (KK98 230),0.87137831,72.13305964,29448.12329,0.871323349,,14.63127604,,,,0.053884858,494
992016,KKR 25,0.612858297,56.70322711,25498.23533,0.795443559,9.644802279,,,,,0.050638037,501
992016,KKh 060,0.722187217,69.05854188,39700.99246,0.7149249,17.15516986,10.75905615,0.714402172,0.622847968,140.9840132,0.051932409,504
992016,KKh 086,0.940229413,81.66038567,99172.15054,1.218787018,14.36073394,9.573385642,0.965416266,0.653188929,60.97394024,0.058354705,446
992016,KKh 98,0.918858742,80.62380272,19851.03436,0.746197047,13.71775813,8.811529812,0.828285469,0.85077171,148.0702991,0.062638887,424
992016,KKs 3,0.752797122,70.01406404,23714.73762,0.660083475,7.139770929,5.242251096,0.583354088,0.310819847,186.3211965,0.052963897,436
992016,KUG 1210+301B (KK98 127),0.659506783,61.3034344,10020.82928,0.667209159,10.4730043,4.7053489,0.614359228,0.53874321,148.4901479,0.052341439,393
992016,Lacerta I (Andromeda XXXI),1.001812909,78.48745468,29594.33491,0.951407853,17.15889293,12.16666988,0.816375048,0.854017513,,0.070409907,458
992016,Large Magellanic Cloud (LMC),0.662135162,68.79424521,13225.03391,0.692652552,8.030645163,,,,,0.052006296,410
992016,"Leo A (Leo III, DDO 69)",0.836040394,76.02030414,11247.89106,0.644610138,7.609664286,4.351612806,0.648387759,0.512257056,120.9308724,0.053533142,363
992016,"Leo I Dwarf (DDO 74, UGC 5470)",0.509938438,61.24501893,11436.12121,0.473725668,5.258873547,,,,,0.048057352,447
992016,"Leo II Dwarf (Leo B, DDO 93)",0.910696781,69.35000194,19865.6826,0.76845399,12.59174807,7.454921657,0.656947149,0.462580508,151.0425647,0.057192982,451
992016,Leo IV Dwarf,0.972269688,76.48995117,57744.92316,1.022635457,17.80021013,12.04526154,0.965228188,0.848477015,63.103398,0.199231907,507
992016,Leo P,1.000826133,93.95511872,55717.26529,1.010462363,18.99626821,12.03912823,0.978444584,0.972015252,31.33219623,0.1795448,460
992016,Leo T Dwarf,0.994891214,87.62064331,47582.09096,1.067522859,20.53463828,12.48058756,1.038003012,0.985384084,94.91607479,0.220029419,396
992016,Leo V Dwarf,0.815251089,66.35842659,17138.61192,0.536792051,6.717011348,,,,,0.047489565,362
992016,M110 (NGC 205),0.984636606,77.30132487,22439.95105,0.965725007,14.22777259,,,,,0.067329605,538
992016,M32 (NGC 221),0.88002697,73.08118983,23419.51011,0.923138042,12.5330763,6.461800473,0.688310235,0.639913489,163.4034034,0.058712662,525
992016,MB 1 (KK98 21),0.989582119,82.10895419,23214.55621,0.891893216,16.01866255,12.87210588,0.94061138,0.883541599,99.85219207,0.130472559,383
992016,MB 3,1.089709963,86.66869288,52369.67307,1.179019708,16.27193485,9.697557808,0.903196962,0.741697467,87.06413663,0.162130438,513
992016,Maffei 1,0.98286659,84.15694558,48355.07295,0.896069546,13.90976836,15.34584317,0.867543331,0.889641136,87.58241868,0.210004088,522
992016,Maffei 2,0.913967104,76.44408597,20948.55424,0.55583902,8.386724446,,,,,0.05204425,480
992016,NGC 147 (DDO 3),0.650968543,67.07224637,19287.08235,0.72454465,11.75909125,6.763599492,0.612303789,0.539117345,157.6418156,0.050311758,365
992016,NGC 1560,0.853753511,77.34861114,32646.70621,0.9402882,14.10215917,10.22005594,0.832622546,0.560657085,,0.057196098,502
992016,NGC 1569 (UGC 3056),0.521741123,57.31057569,13705.6156,0.47108942,8.970275659,6.44424928,0.474328776,0.475314809,201.4683229,0.049078904,471
992016,NGC 185,0.951566144,79.92052326,19233.76593,0.704007868,13.01434635,,,,,0.068258204,382
992016,NGC 2366,0.749247808,68.06451017,18504.72457,0.721325731,16.1947377,12.90270217,0.654271232,0.838188728,145.1319206,0.05984037,441
992016,NGC 2403,0.95408686,82.49844891,14455.37668,0.865127141,15.18931632,13.83354372,0.923731739,0.839227072,82.68552336,0.107465235,537
992016,NGC 247,0.83720531,73.84275244,21885.4304,0.677525803,,,,,,0.059240762,372
992016,NGC 300,0.561089548,57.53821271,30356.22924,0.484042421,6.090304454,3.366366689,0.307259177,0.217834656,222.4336527,0.047753165,366
992016,NGC 3109,0.806778113,77.15296875,19548.72456,0.690815542,12.09489457,5.199679004,0.544103111,0.454049153,176.9097195,0.052807798,392
992016,NGC 3741,1.050674895,89.1352797,44604.64537,1.038465334,16.28968443,12.58655289,0.985787383,0.878351468,55.3624972,0.269499178,413
992016,NGC 404,0.933824411,83.41549696,21528.68145,0.65073566,13.68533616,13.3678891,0.87533032,0.821548531,134.5215726,0.071085415,440
992016,NGC 4163 (NGC 4167),0.93269539,79.28931299,56932.69778,1.135724136,15.18815053,8.446824255,0.801255508,0.695625572,73.96248308,0.05301781,444
992016,NGC 4214 (UGC 7278),0.848188071,81.74543202,25198.62928,0.668939937,16.8841487,11.06628418,0.714957512,0.779740814,142.1898016,0.048741342,498
992016,NGC 5102,1.035936397,84.413314,43515.93685,1.049657156,19.01986703,12.43217999,0.96728433,0.889856084,55.59127449,0.144586966,437
992016,NGC 5206,0.615339987,58.33843188,13517.01723,0.62022453,10.06537552,8.706903093,0.629835044,0.660800464,162.4177479,0.050238392,486
992016,NGC 5237,1.01023425,85.29647876,53512.64706,1.011431355,,15.70622827,,,62.8412391,0.12723787,475
992016,NGC 55,0.916405477,74.91362342,63983.80332,1.031676546,11.96470436,,,,,0.094414974,468
992016,Pegasus Dwarf Irregular (DDO 216),0.973227688,81.55218131,15440.02315,0.905631716,12.88985928,9.617790704,0.839349245,0.761451544,96.34005753,0.059348443,511
992016,Pegasus Dwarf Sph (And VI),1.000134233,77.06756812,25328.46518,0.843374163,18.86992559,11.95221756,0.917802581,0.834078517,96.03732768,0.128281508,461
992016,Pegasus III,0.58975572,55.45170273,20758.69745,0.67284795,,,,,,0.044984799,506
992016,Perseus I (Andromeda XXXIII),0.988762208,84.10616925,80215.05521,1.195723498,12.19867365,8.115889125,0.850966759,0.599613733,95.76422316,0.054925827,390
992016,Phoenix Dwarf Galaxy (P 6830),1.122723189,86.85981514,54469.52308,1.009258734,20.64976892,12.40452545,1.04254891,0.896275443,58.11517346,0.175091646,384
992016,Phoenix II,0.945129357,81.04047934,27888.18812,0.740773116,13.23227946,7.931920918,0.679752913,0.547108505,153.4048364,0.061992111,463
992016,Pictor II,1.049826977,83.99625521,38483.93499,1.095024598,18.2557054,12.72467775,1.044202667,0.915129882,65.79868723,0.173167019,429
992016,Pisces Dwarf,0.90082455,84.56154028,25491.92478,0.834882618,13.91983742,10.11582888,0.81000097,0.602390209,102.3713752,0.066511018,386
992016,Pisces I,0.675069785,61.20138333,12791.48323,0.518260726,9.788973045,6.755828964,0.508616679,0.516830621,211.3561333,0.051403007,456
992016,Pisces II,0.760126005,75.75372467,22611.72937,0.738104942,13.29551648,10.39927514,0.848858417,0.680625008,138.5529158,0.058712928,421
992016,Pisces III (Andromeda XIII),0.861351901,81.66041515,19895.71714,0.923694006,13.7228638,7.086413002,0.69455853,0.562956769,130.9848166,0.055921005,505
992016,Pisces IV (Andromeda XIV),0.867757699,78.12751775,8014.593773,0.698796796,15.22140154,9.512931876,0.748714477,0.854732303,139.0966616,0.06989696,521
992016,Pisces V (Andromeda XVI),0.627948324,59.70925234,13427.03342,0.639411308,8.756066293,4.360279452,0.508343202,0.421298372,165.3985851,0.047726304,517
992016,Reticulum II,0.877238856,75.3094463,30773.78243,0.91411443,14.09480971,,,,,0.107374722,531
992016,Reticulum III,0.603091266,52.57856931,9106.96273,0.569981505,7.155640257,,,,,0.049086959,528
992016,Sagittarius Dwarf Irregular Galaxy (SagDIG),1.055242553,80.08194754,31482.85634,0.911935326,13.67168433,7.415037575,0.791599512,0.692963186,122.3725874,0.065700062,466
992016,Sagittarius Dwarf Sphr SagDEG,0.95907666,85.90691119,30895.33217,0.93317329,16.20034207,11.82662446,0.832871757,0.814905755,87.9248233,0.0744311,508
992016,Sagittarius II,0.909759948,81.36588338,17296.94837,0.761491956,16.13478308,11.23695813,0.887045266,0.865112714,91.18762912,0.089346018,462
992016,Sculptor Dwarf (E351-G30),0.964383233,86.19479607,44843.26498,1.093952148,21.29254156,12.95227608,0.982599851,0.863134683,66.52371357,0.165643176,534
992016,Segue 1,0.503126908,56.28769089,20688.0136,0.637875817,7.570328149,,,,,0.048585437,423
992016,Segue 2,0.906437061,81.51312398,41466.96165,1.033642241,14.46046772,,,,,0.089115958,373
992016,"Sextans A (92205, DDO 75)",1.005341805,84.77743728,,,,,,,,0.111631257,464
992016,Sextans B (UGC 5373),0.660709475,73.93137564,14888.37935,0.526071838,13.57328102,4.753028004,0.541263901,0.528548494,183.3224346,0.066699108,400
992016,Sextans Dwarf Sph,0.663085155,61.82549464,32100.70729,0.612005485,11.63869839,6.512695324,0.70327527,0.549727739,158.249443,0.050287556,407
992016,"Small Magellanic Cloud (SMC, NGC 292)",0.95258254,76.59111665,18710.5239,1.008210856,16.11970066,8.130835225,0.914520293,0.631247193,122.9261905,0.059493135,367
992016,Triangulum Galaxy (M33),0.86819358,79.48754219,36592.79581,1.149272304,15.44172745,7.241165065,0.885710444,0.64072145,123.1623051,0.052188747,503
992016,Triangulum II,1.004785544,85.00947046,59715.42456,1.045342667,17.65056845,11.19432836,0.971864261,1.032748494,37.38609817,0.182705926,448
992016,Tucana Dwarf,0.948264355,81.62548755,84904.99125,1.295897693,14.6147847,12.27089291,0.914828145,0.917639279,61.90125956,0.155406513,411
992016,Tucana II,0.989007119,82.37619724,14311.81464,0.589100986,,,,,,0.075784625,385
992016,Tucana III,0.853260163,77.96497716,32324.13596,0.867641793,12.36062313,7.84389437,0.801820613,0.535403418,141.8012819,0.063456092,492
992016,Tucana IV,0.667037405,61.24274224,23021.95397,0.613979615,7.523000146,2.536305172,0.510148997,0.457539625,152.0915018,0.049043399,370
992016,UGC 4483,0.799109826,70.95161331,14448.20895,0.510854989,10.15778422,7.870931089,0.673704124,0.547076849,196.7340205,0.050735503,455
992016,UGC 4879 (VV124)[61],0.709780654,74.97953213,18172.19524,0.702295957,15.60196095,13.35399436,0.803523128,0.728585923,145.5873275,0.072083934,442
992016,UGC 7577 (DDO 125),0.884287342,73.15591166,34042.13768,0.909842294,17.00837952,12.07516882,0.842762091,0.771008398,56.68817738,0.088437824,516
992016,UGC 8508 (I Zw 060),1.003407935,86.56656655,40739.63272,1.032781002,17.23395004,9.114653222,0.854500688,0.742836229,74.07003413,0.128099029,483
992016,UGC 8651 (DDO 181),0.581357494,59.38109335,,,,,,,,0.048429116,493
992016,UGC 8833,0.593280023,62.42244586,20437.36891,0.682945013,,,,,,0.052502317,510
992016,UGC 9128 (DDO 187),1.022693239,85.60688107,21592.68173,0.907028724,14.3209,9.692309312,0.917237321,0.81848205,108.0509571,0.062743528,427
992016,UGC 9240 (DDO 190),0.289129831,36.64942153,27306.20548,0.474116594,8.593622238,4.625129701,0.4627681,0.438330363,193.876822,0.046950353,430
992016,UGCA 105,0.910147333,81.68864988,15468.73952,0.738316422,18.33312267,12.90013018,0.80715156,0.857029537,101.4601147,0.054785847,452
992016,UGCA 133 (DDO 44),0.607531118,61.48484192,15752.97107,0.559095627,9.095808798,7.277511897,0.560069057,0.477616176,173.1369666,0.051031449,526
992016,UGCA 15 (DDO 6),0.732770205,73.18751565,21712.45763,0.768019952,,,,,,0.053140604,435
992016,UGCA 276 (DDO 113),0.994999346,81.0104994,16780.20629,0.720963238,14.6947736,,,,,0.049545363,398
992016,UGCA 292,0.83412476,78.83170404,32556.22802,0.763638168,12.08410536,,,,,0.062516192,395
992016,UGCA 438 (ESO 407-018),0.813151234,79.22737821,21689.28238,0.652128902,,,,,,0.073258046,368
992016,UGCA 86,0.679102134,64.87224801,22985.64643,0.558801661,11.12455359,4.797059401,0.559086507,0.425879461,162.4763662,0.049863812,449
992016,UGCA 92,0.730652557,71.78895165,23500.25139,0.843034347,14.01770546,10.58641589,0.847196765,0.833970659,113.398456,0.054365564,433
992016,Ursa Major I Dwarf (UMa I dSph),0.874185301,72.69278962,29799.8111,0.79080459,12.83108381,9.745248936,0.749260168,0.57201459,135.7098152,0.061207168,527
992016,Ursa Major II Dwarf,0.978865472,87.96561767,48129.28295,0.951785902,20.45294296,14.86436401,1.14846187,1.061727359,49.30472257,0.183505749,488
992016,Ursa Minor Dwarf,0.844398789,80.12990595,109131.9889,1.200355932,16.22235904,9.780363338,0.863395614,0.839850491,60.83412407,0.057350415,529
992016,Virgo I,0.554174284,60.55121581,11439.58959,0.524209543,7.485369223,5.545962728,0.430653925,0.390630212,170.9896166,0.049193089,364
992016,Willman 1,0.938328367,82.59718732,60377.58815,1.089042747,17.30181348,10.21540776,0.930428302,0.699840968,90.51998225,0.059303604,422
992016,"Wolf-Lundmark-Melotte (WLM, DDO 221)",0.486824264,51.58207509,18449.53227,0.496707236,6.129913028,4.103511593,0.392540458,0.284751532,179.6816814,0.047830499,418
993012,Andromeda Galaxy (M31),0.822372665,74.01888002,27287.94823,0.829902219,15.87433724,,,,,0.048130121,673
993012,Andromeda I,0.675019204,68.05802521,27850.81665,0.640924431,11.05900942,6.295924684,0.553605285,0.36890849,153.5818548,0.052293297,706
993012,Andromeda II,1.031301831,88.31420498,38410.46007,0.962011714,18.72442511,11.48363515,0.939826737,0.821765508,56.49997551,0.170170538,601
993012,Andromeda III,1.024737227,73.37560687,19971.02309,0.96794358,17.78513782,12.49787149,0.8338388,0.733021046,69.57541984,0.112537236,632
993012,Andromeda IX,0.921169229,90.97615036,44395.13798,0.963804854,16.89613413,10.12709249,1.082271447,0.858024639,83.31681012,0.153069693,638
993012,Andromeda V,0.991028982,91.32187794,47760.88536,0.921927873,17.49682615,13.20023445,0.971239792,1.039580915,23.90090012,0.212611469,667
993012,Andromeda VIII,0.760150346,70.95376355,28390.13315,0.683594108,12.8102396,8.280117419,0.670410636,0.699948012,143.4778758,0.050439282,634
993012,Andromeda X,0.845253674,66.8607655,24731.138,0.586591021,10.45357118,,,,,0.051796168,655
993012,Andromeda XI,0.759856143,62.00613361,17551.5212,0.713101928,12.92230951,7.49041167,0.499844127,0.539705681,169.8430961,0.049510301,637
993012,Andromeda XII,0.794971878,72.90679106,21263.68274,0.827718017,,6.634882762,,,,0.060375874,564
993012,Andromeda XIX[60],0.995207944,88.93533046,41990.26756,1.072811596,17.30101568,9.786879764,1.007115795,0.866113377,73.9259443,0.142302076,664
993012,Andromeda XV,1.02046565,84.13720883,36407.76092,0.950051982,16.09845386,14.37174195,1.046277378,0.85116184,38.34321048,0.14040092,618
993012,Andromeda XVII,0.542446683,56.73872409,17080.54882,0.654083149,6.941213772,,,,,0.065693336,631
993012,Andromeda XVIII[60],0.927221675,77.4438014,30825.083,0.781003269,,,,,,0.047625845,607
993012,Andromeda XX,0.853861022,82.66032,15554.67732,0.640703268,12.82569201,8.221753887,0.655786277,0.542730888,148.5322678,0.054998114,649
